gene	mean	median	longest_isoform	merged
Strn4	3524	3524	3535	3535
Prkd2	3482	3482	3625	3757
Dact3	2828	2828	2828	2828
Gng8	920	920	920	920
Ptgir	3334	3334	3334	3334
Calm3	2208	2208	2208	2208
Pnmal2	4147	4147	4147	4147
Pnmal1	1687	1687	1687	1687
Ccdc8	2058	2058	2058	2058
Ppp5c	2069	2069	2069	2069
Hif3a	6931	6931	6947	7019
Psg16	2283	2283	2283	2283
Ceacam3	2121	2121	2121	2121
Psg29	5441	5441	5441	5441
Psg-ps1	1922	1922	1922	1922
Ceacam5	3248	3248	3248	3248
Ceacam14	1024	1024	1024	1024
Ceacam11	1011	1011	1011	1011
Ceacam13	975	975	1004	1085
Ceacam12	1483	1505	1889	2624
Igfl3	575	575	575	575
Mill1	2489	2489	2489	2489
Psg18	1748	1748	1840	2537
Psg28	1963	1963	1963	1963
Psg26	2058	2058	2058	2058
Psg25	3067	3067	3067	3067
Psg27	1942	1942	1942	1942
Psg23	2179	2179	2179	2179
Psg21	2159	2159	2159	2159
Psg20	1428	1428	1428	1428
Psg22	1871	1871	1871	1871
Sycp1-ps1	3113	3113	3113	3113
Psg19	2547	2547	2547	2547
Psg17	2084	2084	2084	2084
Mill2	1097	1097	1120	1120
Pglyrp1	681	681	681	681
Ccdc61	2010	2010	2010	2010
Nova2	8372	8372	8372	8372
Nanos2	1439	1439	1439	1439
Mypop	2175	2175	2175	2175
Irf2bp1	2699	2699	2699	2699
Foxa3	2039	2039	2039	2039
Sympk	4121	4121	4121	4121
Rsph6a	1974	1974	2357	2357
Dmwd	2520	2520	2520	2520
Dmpk	2733	2721	2870	2885
Mir3100	65	65	65	65
Six5	2853	2853	2853	2853
Fbxo46	2962	2962	2962	2962
Qpctl	2100	2100	2100	2100
Snrpd2	488	488	488	488
Gipr	1792	1792	1792	1792
Eml2	2283	2283	2312	2312
Mir330	98	98	98	98
Gpr4	2884	2884	2884	2884
Opa3	2260	2260	2260	2260
Vasp	2133	2234	2251	2251
Ppm1n	1631	1631	1631	1631
Rtn2	1537	1537	1994	2102
Fosb	3776	3776	3776	3776
Ercc1	1161	1161	1240	1487
Cd3eap	2246	2246	2246	2246
Ppp1r13l	3130	3130	3130	3130
Ercc2	3547	3547	3547	3547
Mir343	75	75	75	75
Klc3	1871	1849	1944	2028
Ckm	1415	1415	1415	1415
A930016O22Rik	2454	2454	2560	2560
Mark4	2259	2259	2259	2259
Bloc1s3	1834	1834	1834	1834
Trappc6a	768	768	768	768
Nkpd1	2753	2753	2753	2753
Ppp1r37	2971	2971	2971	2971
Gemin7	763	763	763	763
Zfp296	1530	1530	1530	1530
Clasrp	2318	2343	2438	2559
Relb	2197	2197	2200	2200
Clptm1	4131	4131	4131	4131
Apoc2	650	650	727	813
Apoc4-apoc2	644	644	644	644
Apoc4	518	518	518	518
Apoc1	493	493	554	554
Apoe	1262	1256	1343	1586
Tomm40	1617	1617	1666	1666
Pvrl2	2365	2365	2735	3444
Bcam	2407	2407	2407	2407
Cblc	1596	1596	1662	1662
Bcl3	1835	1835	1835	1835
Gm19345	998	998	998	998
Ceacam16	1635	1635	1635	1635
Ceacam19	3361	3361	3361	3361
Pvr	2888	2888	2888	2888
Igsf23	1895	1895	1895	1895
Ceacam20	2895	2895	2895	2895
Nlrp9b	3344	3344	3344	3344
Vmn1r91	924	924	924	924
Gm16442	924	924	924	1848
Gm16451	924	924	924	1848
Gm10666	966	966	966	1932
Vmn1r93	966	966	966	1932
Vmn1r142	918	918	918	1836
Vmn1r94	918	918	918	1836
Vmn1r95	924	924	924	1848
Vmn1r143	924	924	924	1848
Gm6164	924	924	924	1848
Gm8653	924	924	924	1848
Gm8453	921	921	921	2763
Vmn1r118	921	921	921	2763
Gm4498	921	921	921	2763
Gm4187	924	924	924	1848
Gm4133	924	924	924	1848
Vmn1r-ps79	2293	2293	2293	4586
Gm8660	918	918	918	1836
Gm5728	918	918	918	1836
Vmn1r100	924	924	924	1848
Vmn1r149	924	924	924	1848
Vmn1r101	924	924	924	1848
Gm10670	966	966	966	1932
Gm10665	966	966	966	1932
Vmn1r103	918	918	918	918
Vmn1r152	924	924	924	1848
Vmn1r104	924	924	924	1848
Gm5726	924	924	924	1848
Gm8677	924	924	924	1848
Gm4141	921	921	921	1842
Gm4201	921	921	921	1842
Gm4541	495	495	495	2475
Vmn1r165	924	924	924	4620
Vmn1r130	924	924	924	4620
Vmn1r155	924	924	924	4620
Vmn1r107	924	924	924	4620
Vmn1r137	924	924	924	4620
Vmn1r166	921	921	921	3684
Vmn1r138	921	921	921	3684
Vmn1r131	921	921	921	3684
Vmn1r111	921	921	921	3684
Gm6902	1414	1414	1414	4242
Gm4567	1594	1594	1594	3188
Vmn1r112	894	894	894	894
Vmn1r113	924	924	924	924
Vmn1r114	966	966	966	966
Vmn1r115	888	888	888	888
Vmn1r116	924	924	924	924
Vmn1r117	924	924	924	924
Vmn1r119	924	924	924	924
Vmn1r120	918	918	918	918
Vmn1r121	945	945	945	945
Vmn1r122	918	918	918	918
Vmn1r123	924	924	924	924
Vmn1r124	924	924	924	924
Vmn1r125	924	924	924	924
Vmn1r126	966	966	966	966
Gm4175	944	945	945	2832
Gm4214	944	945	945	2832
Vmn1r127	918	918	918	918
Vmn1r128	924	924	924	924
Vmn1r129	924	924	924	924
Vmn1r132	2402	2402	2402	4804
Vmn1r139	894	894	894	1788
Gm4216	918	918	918	1836
Gm4177	918	918	918	1836
Vmn1r135	924	924	924	1848
Vmn1r163	924	924	924	1848
Gm5725	924	924	924	1848
Gm8720	924	924	924	1848
Gm5891	1726	1726	1726	3452
Gm10662	1724	1724	1724	3448
Vmn1r148	2438	2438	2438	2438
Vmn1r151	918	918	918	918
Gm8693	921	921	921	921
Vmn1r157	894	894	894	894
Vmn1r158	924	924	924	924
Vmn1r159	918	918	918	918
Vmn1r160	924	924	924	924
Nlrp4e	3382	3382	3382	3382
Nlrp5	3409	3376	3521	3542
Vmn1r167	948	948	948	948
Vmn1r168	930	930	930	930
Vmn1r169	915	915	915	915
Vmn1r170	915	915	915	915
Vmn1r171	1581	1581	1581	1581
Vmn1r172	1225	1225	1225	1225
Vmn1r173	942	942	942	942
Vmn1r174	942	942	942	942
Vmn1r175	915	915	915	915
Vmn1r176	915	915	915	915
Vmn1r177	930	930	930	930
Vmn1r178	915	915	915	915
Vmn1r179	972	972	972	972
Vmn1r180	970	970	970	970
Vmn1r181	1088	1088	1088	1088
V1rd18	1157	1157	1157	1157
V1rd19	918	918	918	918
Vmn1r183	918	918	918	918
Zfp180	3886	3900	4027	4027
Zfp112	3507	3507	3507	3507
Zfp235	3452	3452	3452	3452
Zfp114	2236	2236	2236	2236
Zfp111	7134	7134	7134	7134
Zfp109	2747	2747	2747	2747
Zfp108	2631	2631	2631	2631
Zfp93	3510	3510	3510	3510
Zfp61	2347	2347	2347	2347
Zfp94	2640	2640	2660	2660
Tescl	886	886	886	886
Lypd5	935	935	935	935
Kcnn4	1994	1994	2037	2037
Smg9	2232	2232	2232	2232
Irgc1	1831	1831	1831	1831
Plaur	1396	1396	1396	1396
Cadm4	2155	2155	2155	2155
Zfp428	1155	1184	1227	1227
Irgq	6124	6124	6124	6124
Pinlyp	730	730	730	730
Xrcc1	2155	2155	2155	2155
Zfp575	2741	2741	2741	2741
Ethe1	1485	1485	1485	1485
Phldb3	2282	2282	2282	2282
Lypd3	1629	1629	1629	1629
Gm4598	1080	1080	1080	1080
Tex101	1054	1054	1054	1054
BC049730	1172	1172	1172	1172
Gm4763	882	882	882	882
Cd177	2714	2714	2714	2714
Ceacam10	1049	1049	1049	1049
Gm5893	1880	1880	1880	1880
Lypd4	1095	1095	1095	1095
Dmrtc2	1619	1619	1619	1619
Rps19	629	629	629	629
Cd79a	1327	1327	1327	1327
Arhgef1	3335	3274	3442	3597
Rabac1	875	875	875	875
Mir7046	66	66	66	66
Atp1a3	3598	3598	3598	3598
Mir7047	64	64	64	64
Grik5	3838	3838	3838	3838
Zfp574	4167	4167	4195	4236
Pou2f2	3295	3305	3322	3436
Mir6537	110	110	110	110
D930028M14Rik	955	955	1006	1074
Dedd2	1828	1828	1828	1828
Mir7048	58	58	58	58
Zfp526	3352	3352	3352	3352
Gsk3a	2259	2259	2259	2259
9130221H12Rik	1542	1542	1542	1542
Erf	3503	3503	3503	3503
Cic	7168	7168	8226	8967
Pafah1b3	870	870	870	870
Prr19	1293	1293	1293	1293
Tmem145	2298	2298	2298	2298
Megf8	10040	10040	10040	10040
Cnfn	626	626	723	723
4732471J01Rik	2003	2428	2588	4328
Lipe	3003	3003	3221	3272
Cxcl17	760	760	760	760
Ceacam1	3439	3439	3736	3736
Ceacam2	3449	3287	3827	3827
Erich4	910	910	910	910
Atp5sl	1926	1926	2389	2436
B3gnt8	1671	1671	1867	1867
Bckdha	1773	1773	1773	1773
Exosc5	1070	1070	1110	1110
Tmem91	770	728	876	876
B9d2	1021	1021	1021	1021
Tgfb1	2094	2094	2094	2094
Ccdc97	2986	2986	2986	2986
Hnrnpul1	2053	2053	2873	3038
Axl	4978	5057	5084	5084
Cyp2s1	2621	2621	2621	2621
Cyp2b10	1878	1878	1878	1878
Cyp2b13	1876	1876	1876	1876
Cyp2b9	1877	1877	1877	1877
Vmn1r184	945	945	945	945
Cyp2a4	1715	1715	1715	1715
Nlrp9c	3020	3020	3020	3020
Nlrp4a	3575	3575	3575	3575
Nlrp9a	3176	3169	3334	3334
Vmn1r185	960	960	960	960
Cyp2b23	2182	2182	2182	2182
Cyp2b19	2740	2740	2740	2740
Cyp2g1	1853	1853	1853	1853
Cyp2a5	1715	1715	1715	1715
Cyp2a22	2226	2226	2226	2226
Cyp2a12	1664	1664	1664	1664
Cyp2f2	1820	1820	1820	1820
Cyp2t4	1512	1512	1512	1512
Egln2	2107	2107	2107	2107
Rab4b	1170	1170	1170	1170
Mir3101	88	88	88	88
Mia	567	567	567	567
Snrpa	1339	1363	1366	1570
BC024978	1929	1748	2447	2756
Itpkc	3218	3218	3218	3218
Adck4	2190	2190	2190	2190
Numbl	2733	2733	2733	2733
Ltbp4	5201	5201	5301	5595
Shkbp1	2347	2347	2347	2347
Sptbn4	5765	4800	8737	9085
Blvrb	822	822	865	998
Sertad3	1257	1257	1257	1257
Sertad1	1188	1188	1188	1188
Prx	4964	4964	5260	5260
Hipk4	2414	2414	2414	2414
Pld3	2164	2164	2164	2164
2310022A10Rik	2259	2259	2643	2719
Akt2	3042	3042	3163	3241
Ttc9b	904	904	904	904
Map3k10	3669	3669	3669	3669
C030039L03Rik	4600	4600	4610	4737
Zfp60	3960	3960	4057	4057
Gm10046	632	632	632	632
Zfp626	5329	5329	5329	5329
Zfp59	3796	3796	3796	3796
Zfp607	3511	3511	3511	3511
1700049G17Rik	5158	5158	5158	5158
Zfp780b	5511	5511	5511	5511
Zfp850	6546	6546	6546	6546
Psmc4	1436	1436	1436	1436
Fcgbp	7930	7930	7930	7930
9530053A07Rik	7922	7922	7922	7922
Fbl	1159	1159	1159	1159
Dyrk1b	2468	2477	2524	2635
Eid2	1288	1288	1288	1288
Eid2b	2424	2424	2424	2424
BC089491	1215	1215	1215	1215
Dll3	2163	2163	2163	2163
Timm50	1179	1179	1179	1179
Supt5	3511	3511	3511	3511
Rps16	615	615	615	615
AF357399	94	94	94	94
Plekhg2	5124	5052	5272	5275
Zfp36	1765	1765	1765	1765
Med29	2162	2162	2162	2162
Paf1	1953	1953	1953	1953
Samd4b	4391	4391	4391	4391
Gmfg	966	983	1006	1111
Lrfn1	2153	2153	2584	2782
Mir466f-2	85	85	85	85
1700028B04Rik	552	552	552	552
Ifnl2	582	582	582	582
Ifnl3	582	582	582	582
Sycn	557	557	557	557
Nccrp1	1531	1531	1531	1531
Pak4	2898	2898	2898	2898
Mir7049	60	60	60	60
Papl	1923	1923	1923	1923
Fbxo27	1947	1947	1950	2074
Fbxo17	1968	1968	1968	1968
Mrps12	684	684	684	684
Sars2	1910	1910	1910	1910
Gm6537	1050	1050	1050	1050
Nfkbib	1716	1716	2065	2125
Sirt2	1777	1816	1863	1863
Gm19897	1619	1619	1619	1619
Rinl	2874	2874	2874	2874
Hnrnpl	2142	2142	2142	2142
Ech1	1138	1138	1138	1138
Lgals4	1439	1439	1439	1439
Lgals6	901	901	901	901
Lgals7	597	597	597	597
Capn12	2828	2828	2828	2828
Actn4	3811	3811	3811	3811
Eif3k	843	848	933	1099
Map4k1	2698	2698	2698	2698
Ryr1	15362	15362	15362	15362
Mir1963	59	59	59	59
Rasgrp4	4612	4615	4630	4630
Fam98c	1269	1269	1269	1269
Spred3	4056	4056	4056	4056
Ggn	1620	1620	2653	2653
Psmd8	1513	1513	1513	1513
Catsperg1	3566	3566	3566	3566
Kcnk6	4089	4089	4089	4089
Yif1b	1139	1139	1144	1144
2200002D01Rik	507	507	507	507
Spint2	1374	1374	1460	1460
Ppp1r14a	531	531	531	531
Dpf1	2278	2278	2278	2278
Sipa1l3	7713	7713	7713	7713
Catsperg2	3957	3957	3957	3957
Zfp84	5711	5711	5711	5711
Mir1964	83	83	83	83
Zfp30	2604	2604	2604	2604
Zfp790	4480	4480	4525	4525
Zfp940	2764	2764	2764	2764
Zfp420	3334	3334	3334	3334
Zfp27	3652	3642	3801	3852
Mir7668	59	59	59	59
Zfp383	2620	2620	2620	2620
Zfp74	3711	3711	3711	3711
Zfp568	7179	7180	7183	7183
Zfp14	3459	3459	3491	3491
Zfp82	2011	2017	2107	3396
Zfp566	1692	1692	1692	1692
Zfp260	3716	3716	3716	3716
Zfp382	2193	2193	2193	2193
Zfp146	2030	2030	2030	2030
Gm5113	2955	2955	2955	2955
Cox7a1	366	366	366	366
Capns1	1430	1430	1430	1430
Tbcb	1173	1173	1173	1173
Polr2i	690	690	690	690
Ovol3	2018	2018	2018	2018
Wdr62	4744	4744	4744	4744
Clip3	3300	3300	3300	3300
Alkbh6	945	945	945	945
Syne4	1229	1229	1354	1354
Sdhaf1	967	967	967	967
Lrfn3	2861	2861	2861	2861
Tyrobp	566	566	566	566
Hcst	442	442	442	442
Nfkbid	2010	2010	2010	2010
Aplp1	2392	2392	2392	2392
Kirrel2	3122	3122	3122	3122
Nphs1	5661	5661	5661	5661
Nphs1os	1339	1339	1339	1339
Prodh2	1817	1817	1817	1817
Arhgap33os	2648	2648	2648	2648
Arhgap33	4401	4420	4447	4447
Proser3	2466	2466	2466	2466
Gm38670	77	77	77	77
Hspb6	1325	1325	1325	1325
Lin37	1061	1061	1124	1124
Psenen	650	650	650	650
U2af1l4	864	864	864	864
Igflr1	1186	1186	1186	1186
Kmt2b	8470	8470	8484	8484
Mir3569	58	58	58	58
Zbtb32	1775	1775	1775	1775
Upk1a	1308	1308	1308	1308
Cox6b1	505	505	505	505
Etv2	1048	1048	1048	1048
Rbm42	1701	1701	1701	1701
Haus5	2195	2195	2195	2195
Pmis2	632	632	699	699
2200002J24Rik	610	610	610	610
Atp4a	3483	3483	3497	3497
Tmem147	868	868	868	868
Gapdhs	1467	1467	1476	1606
Sbsn	1509	1509	2286	2286
Dmkn	1682	1999	2070	2164
Krtdap	456	456	456	456
Ffar2	2027	1969	2292	2826
Ffar3	1625	1625	1625	1625
Ffar1	903	903	903	903
Cd22	4092	4113	4169	4421
Mag	2427	2427	2427	2427
Hamp2	437	437	437	437
Hamp	394	394	394	394
Usf2	2419	2419	2419	2419
Lsr	2090	2120	2177	2177
Fam187b	1386	1456	1484	2666
Fxyd5	1063	1032	1165	1410
Mir7050	60	60	60	60
Fxyd7	678	678	678	678
Fxyd1	582	582	623	712
Lgi4	3444	3444	3444	3444
Fxyd3	524	524	524	524
Hpn	1805	1806	1866	2001
Scn1b	1515	1515	1515	1515
Gramd1a	2681	2681	2681	2681
Gm10640	1134	1134	1134	1134
Scgb1b2	419	419	419	419
Scgb2b2	512	512	512	512
Scgb2b3	339	339	339	339
Scgb1b3	419	419	419	419
Scgb2b7	517	517	517	517
Scgb1b7	421	421	421	421
Scgb2b12	511	511	511	511
Scgb1b29	404	404	404	404
Scgb2b17	425	425	425	850
Scgb2b15	425	425	425	850
Scgb2b19	527	527	527	527
Scgb1b19	282	282	282	282
Scgb2b20	520	520	520	520
Scgb1b20	420	420	420	420
Scgb2b23-ps	516	516	516	516
Scgb2b24	503	503	503	503
Scgb1b24	400	400	400	400
Scgb2b26	529	529	529	529
Scgb2b27	704	704	828	828
Scgb1b27	409	409	409	409
Scgb1b30	491	491	491	491
Wtip	1955	1955	1955	1955
Uba2	2524	2524	2524	2524
Pdcd2l	1283	1283	1283	1283
Gpi1	2887	2887	2887	2887
4931406P16Rik	5808	5808	5808	5808
Lsm14a	2723	2723	2723	2723
Kctd15	2412	2412	2412	2412
Chst8	2397	2397	2397	2397
Pepd	1853	1853	1853	1853
Cebpg	4702	4702	4702	4702
Cebpa	2636	2636	2639	2639
Slc7a10	1950	1950	1950	1950
Lrp3	3994	3994	3994	3994
Gpatch1	3057	3057	3057	3057
Rhpn2	3439	3439	3439	3439
Faap24	1788	1788	1788	1788
Cep89	2567	2567	2567	2567
Slc7a9	1815	1814	1929	1984
Tdrd12	1621	1621	1621	1621
Nudt19	1922	1922	1922	1922
Rgs9bp	6587	6587	6587	6587
Ankrd27	3110	3110	4292	4953
Pdcd5	642	642	642	642
Dpy19l3	7671	7671	7671	7671
Zfp507	6690	6690	6690	6690
E130304I02Rik	696	696	696	696
Tshz3	5002	5002	5002	5002
Zfp536	4411	4411	4411	4411
Uri1	3451	3451	3451	3451
Ccne1	1956	1956	1956	1956
1600014C10Rik	3241	3241	3337	3450
Plekhf1	1559	1559	1559	1559
Pop4	1214	1214	1214	1214
Gm5591	3441	3441	3441	3441
Gm21276	2966	2966	2966	2966
Gm5114	3047	3047	3047	3047
Zfp939	1980	1980	1980	1980
Zfp619	5964	5964	5964	5964
4933402C06Rik	1000	1000	1000	1000
A230077H06Rik	2918	2918	2918	2918
Vstm2b	1455	1455	1455	1455
4930433I11Rik	2022	2022	2022	2022
Gm4884	2852	2852	2852	2852
1700110I07Rik	726	726	726	726
Gm5592	3033	3033	3033	3033
AI987944	2797	2797	2931	2931
Vmn2r57	2592	2592	2592	2592
AW146154	3411	3411	3411	3411
Zfp788	3831	3831	3831	3831
Vmn2r-ps54	2952	2952	2952	2952
Vmn2r58	2589	2589	2589	2589
Vmn2r59	2598	2598	2598	2598
Vmn2r60	2562	2562	2562	2562
Vmn2r61	2598	2598	2598	2598
Vmn2r-ps60	265	265	265	265
4933421I07Rik	1373	1373	1373	1373
Zfp141	3928	3928	4096	4096
9830147E19Rik	5011	5011	5011	5011
Gm5595	3145	3145	3145	3145
Vmn2r62	2580	2580	2580	2580
Gm2381	4075	4075	4075	4075
Vmn2r63	2580	2580	2580	2580
Gm9268	2565	2565	2565	2565
Zfp936	3101	3101	3101	3101
EU599041	1428	1428	1428	1428
Zfp715	4190	4190	4190	4190
Siglecf	2459	2459	2510	2510
Siglecg	2484	2484	2484	2484
Lim2	866	866	866	866
Nkg7	813	813	813	813
Cldnd2	616	616	616	616
Etfb	903	903	904	904
Mir7051	73	73	73	73
Vsig10l	3443	3443	3443	3443
Iglon5	2567	2567	2567	2567
4931406B18Rik	3970	3970	3970	3970
Cd33	2529	2529	2571	2571
Zfp658	3381	3381	3381	3381
Zfp719	4993	4993	4993	4993
Zfp819	2412	2412	2412	2412
Ceacam18	1937	1937	1937	1937
Siglece	1849	1849	1849	1849
Ctu1	2459	2459	2459	2459
Klk14	1270	1270	1270	1270
Klk13	1033	1033	1033	1033
2310002F09Rik	2554	2554	2554	2554
Klk12	930	930	930	930
Klk11	1281	1281	1298	1449
Klk10	1354	1354	1354	1354
Klk9	1475	1475	1475	1475
Klk8	1322	1322	1322	1322
Klk7	1745	1745	1745	1745
Klk6	1325	1348	1358	1410
Klk5	1239	1239	1239	1239
Klk4	1237	1237	1237	1237
Klk15	765	765	765	765
Klk1b7-ps	448	448	448	448
Klk1b8	848	848	848	848
Klk1b1	847	847	847	847
Klk1b9	870	870	870	870
Klk1b11	861	861	861	861
Klk1b26	873	873	873	873
Egfbp2	856	856	856	856
Klk1b27	888	888	888	888
Klk1b21	903	903	903	903
Klk1b22	799	799	799	799
Klk1b16	1381	1381	1381	1381
Klk1b24	847	847	847	847
Klk1b3	888	888	888	888
Klk1b4	839	839	839	839
Klk1b5	861	861	861	861
Klk1	876	876	876	876
1700028J19Rik	1187	1187	1187	1187
2410002F23Rik	1982	1982	1982	1982
Snord88c	84	84	84	84
Snord88a	72	72	72	72
Acpt	1278	1278	1278	1278
Clec11a	1956	1956	1956	1956
Shank1	7596	7596	7596	7596
1700008O03Rik	911	911	911	911
Syt3	2484	2484	2498	2498
Lrrc4b	2719	2719	2719	2719
Aspdh	966	966	966	966
Josd2	947	936	1051	1051
Mir7052	65	65	65	65
5430431A17Rik	795	795	795	795
Emc10	1855	1855	1855	1855
Fam71e1	849	849	849	849
Mybpc2	3624	3624	3624	3624
Spib	2786	2786	2786	2786
Pold1	3424	3424	3424	3424
Mir7053	73	73	73	73
Nr1h2	2013	2012	2022	2022
Napsa	1479	1479	1479	1479
Kcnc3	5120	5120	5184	5184
Myh14	6454	6457	6515	6583
Izumo2	639	639	639	639
Zfp473	3798	3809	3983	4249
Vrk3	1752	1752	1752	1752
Atf5	1776	1776	1816	1993
Nup62-il4i1	2300	2300	2300	2300
Nup62	2384	2384	2384	2384
Il4i1	2047	2047	2047	2047
Tbc1d17	2601	2601	2601	2601
Akt1s1	1597	1674	1839	2254
Mir707	73	73	73	73
Pnkp	1999	2034	2134	2134
Ptov1	1883	1883	1883	1883
Med25	2271	2271	2271	2271
Fuz	1698	1698	1698	1698
Ap2a1	3410	3410	3443	3443
Tsks	1829	1829	1832	1859
Cpt1c	2793	2793	2794	2794
Prmt1	1298	1336	1508	1508
Gm15545	1090	1090	1090	1090
Bcl2l12	1075	1075	1075	1075
Irf3	2110	2110	2189	2189
Scaf1	4177	4177	4177	4177
Mir7054	62	62	62	62
Rras	946	946	946	946
Prr12	6879	6879	6879	6879
Prrg2	1301	1301	1301	1301
Nosip	2096	2096	2134	2134
Rcn3	1453	1453	1453	1453
Fcgrt	1738	1738	1738	1738
Mir150	65	65	65	65
Rps11	602	602	602	602
Snord35b	86	86	86	86
Rpl13a	1026	1026	1026	1026
Snord35a	89	89	89	89
Snord34	66	66	66	66
Snord33	82	82	82	82
Mir5121	74	74	74	74
Snord32a	81	81	81	81
Flt3l	1032	1032	1075	1075
Aldh16a1	2567	2567	2567	2567
Pih1d1	1113	1076	1196	1306
Slc17a7	2940	2940	2940	2940
Mir7055	59	59	59	59
Gfy	1877	1877	1877	1877
Pth2	569	569	569	569
Ccdc155	2210	2210	2210	2210
Dkkl1	903	903	903	903
Tead2	2094	2115	2157	2157
Cd37	1235	1226	1277	1382
1700039E15Rik	1732	1732	1732	1732
Trpm4	4245	4245	4245	4245
Rpl14-ps1	694	694	694	694
Hrc	2430	2430	2430	2430
Ppfia3	4866	4866	4866	4866
Mtag2	700	700	716	828
Lin7b	716	716	716	716
Snrnp70	2976	3094	4100	4100
Kcna7	3494	3494	3494	3494
Ntf5	1963	1963	1963	1963
Lhb	509	509	509	509
Ruvbl2	1675	1675	1675	1675
Gys1	3681	3681	3681	3681
Ftl1	970	970	970	970
Bax	869	869	869	869
Dhdh	2738	2738	2738	2738
Tulp2	1869	1767	2216	2551
Nucb1	2633	2633	2639	2639
Ppp1r15a	2333	2333	2333	2333
Plekha4	2660	2660	2660	2660
Hsd17b14	1365	1365	1365	1365
0610005C13Rik	1018	1018	1122	1122
Bcat2	1750	1771	1798	2204
Fgf21	947	947	947	947
Fut1	2511	2511	2580	2580
Izumo1	1493	1493	1493	1493
Rasip1	3152	3152	3152	3152
Mamstr	2179	2179	2179	2179
Fut2	3007	3007	3059	3059
Sec1	2470	2470	2470	2470
Ntn5	1918	1968	2027	2216
Car11	1440	1440	1440	1440
Dbp	1678	1678	1678	1678
Sphk2	3607	3552	3790	4163
Rpl18	679	679	679	679
Fam83e	2900	2900	2900	2900
Spaca4	710	710	710	710
Sult2b1	1136	1136	1136	1136
Lmtk3	4890	4840	4995	5029
Cyth2	2525	2525	2527	2527
Kcnj14	2639	2639	2639	2639
Grwd1	1902	1902	1902	1902
Grin2d	4383	4383	4383	4383
Kdelr1	1525	1525	1525	1525
Syngr4	894	894	964	964
Tmem143	2169	2169	2169	2169
Emp3	772	772	787	972
Ccdc114	2453	2453	2453	2453
Abcc6	4958	4958	4958	4958
Nomo1	4259	4259	4259	4259
Kcnj11	2891	2891	3115	3252
Abcc8	4952	4952	4952	4952
Ush1c	2806	3053	3073	3135
Otog	10043	10043	10043	10043
Munc	518	518	518	518
Myod1	1854	1854	1854	1854
Kcnc1	6062	6062	7788	9410
Sergef	1460	1460	1460	1460
Tph1	3141	4251	4562	4756
Saal1	4699	4699	4699	4699
Saa3	531	531	531	531
Saa4	2033	2033	2033	2033
Saa1	607	607	607	607
Saa2	610	610	610	610
Hps5	4766	4783	4807	4807
Gtf2h1	2728	2728	2745	2907
Ldha	1648	1623	1816	1930
Ldhc	1310	1310	1310	1310
Tsg101	1832	1832	1832	1832
Uevld	4607	4607	4607	4607
C86187	2020	2020	2020	2020
Gm9999	567	567	567	567
Spty2d1	5226	5226	5226	5226
Tmem86a	1791	1791	1791	1791
Ptpn5	3078	3078	3132	3453
Mir7056	59	59	59	59
Mrgpra6	1659	1015	3700	3700
Mrgpra9	1052	1052	1052	1052
Mrgpra1	1088	1088	1088	1088
Mrgpra2a	1239	1239	1239	1239
Mrgpra2b	1260	1260	1260	1260
Mrgpra3	1295	1295	1295	1295
Mrgpra4	1503	1503	1503	1503
Mrgprx1	1180	1180	1180	1180
Mrgprb5	969	969	969	969
Mrgprb4	966	966	966	966
Mrgprb8	1123	1123	1123	1123
Mrgprb1	4185	4185	4185	4185
Mrgprx2	4559	4559	4559	4559
Mrgprb2	2076	2076	2076	2076
Mrgprb3	939	939	939	939
Zdhhc13	2407	2407	2407	2407
Csrp3	908	908	919	973
E2f8	3691	3691	3691	3691
Nav2	11187	11187	11318	12066
Dbx1	2077	2077	2077	2077
Htatip2	1341	1299	1465	1495
Prmt3	2495	2495	2495	2495
Slc6a5	2508	2508	2549	2550
Nell1	2812	2812	2812	2812
Nell1os	489	489	489	489
4933405O20Rik	1339	1339	1339	1339
Ano5	7695	7670	7783	7818
Slc17a6	4320	4320	4320	4320
Fancf	1691	1691	1691	1691
Gas2	2137	2137	2137	2137
Svip	3008	3008	3063	3235
1700015G11Rik	388	388	388	388
Mir6238	129	129	129	129
Luzp2	5274	5274	5274	5274
Siglech	2397	2397	2397	2397
Tubgcp5	3681	3681	3681	3681
Cyfip1	6486	6471	6524	6672
Nipa2	3213	3114	3989	3989
A230056P14Rik	1405	1405	1405	1405
Nipa1	1885	1885	1885	1885
Herc2	15346	15346	15346	15346
Oca2	3120	3120	3120	3120
Gabrg3	1673	1673	1673	1673
Gm9962	1417	1417	1417	1417
Gabra5	2674	2674	2674	2674
Mir6389	102	102	102	102
Gabrb3	5541	5541	5567	5698
Atp10a	5469	5469	5469	5469
Ube3a	4631	4910	5097	6137
C230091D08Rik	3708	3708	3708	3708
Ipw	734	734	734	734
Snord116l1	90	90	90	900
Snord116	90	90	90	900
Snord116l2	90	90	90	900
Snhg14	2193	2193	2193	2193
Snord64	46	46	46	46
Snurf	1971	1971	1971	1971
Snrpn	2026	2032	2076	2380
B230209E15Rik	2058	2058	2058	2058
Mir344d-1	69	69	69	69
Mir344d-2	80	80	80	80
A230057D06Rik	2004	2004	2004	2004
Mir344d-3	80	80	80	80
Mir344e	66	66	66	66
Mir344h-1	60	60	60	120
Mir344h-2	60	60	60	120
Mir344b	63	63	63	63
Mir344c	92	92	92	92
